event_id;user_id;event_date
643;2580;05.01.2026
644;2581;03.01.2026
645;2583;02.01.2026
646;2584;05.01.2026
647;2587;07.01.2026
648;2590;03.01.2026
649;2591;02.01.2026
650;2592;02.01.2026
651;2595;01.01.2026
652;2597;05.01.2026
653;2602;06.01.2026
654;2604;05.01.2026
655;2606;05.01.2026
656;2607;04.01.2026
657;2612;01.01.2026
658;2615;02.01.2026
659;2621;04.01.2026
660;2623;06.01.2026
661;2626;07.01.2026
662;2627;05.01.2026
663;2629;03.01.2026
664;2633;01.01.2026
665;2635;03.01.2026
666;2637;05.01.2026
667;2641;05.01.2026
668;2642;07.01.2026
669;2645;06.01.2026
670;2646;01.01.2026
671;2647;05.01.2026
672;2650;06.01.2026
673;2652;05.01.2026
674;2653;06.01.2026
675;2654;06.01.2026
676;2657;04.01.2026
677;2658;02.01.2026
678;2669;05.01.2026
679;2674;04.01.2026
680;2675;01.01.2026
681;2690;05.01.2026
682;2693;01.01.2026
683;2696;02.01.2026
684;2697;07.01.2026
685;2698;02.01.2026
686;2699;01.01.2026
687;2700;04.01.2026
688;2705;04.01.2026
689;2707;02.01.2026
690;2711;07.01.2026
691;2713;02.01.2026
692;2715;04.01.2026
693;2717;01.01.2026
694;2720;02.01.2026
695;2722;02.01.2026
696;2725;01.01.2026
697;2727;06.01.2026
698;2730;01.01.2026
699;2738;02.01.2026
700;2746;03.01.2026
701;2749;03.01.2026
702;2750;05.01.2026
703;2751;03.01.2026
704;2752;03.01.2026
705;2756;06.01.2026
706;2759;02.01.2026
707;2760;01.01.2026
708;2763;01.01.2026
709;2765;05.01.2026
710;2769;04.01.2026
711;2771;05.01.2026
712;2773;07.01.2026
713;2774;07.01.2026
714;2778;01.01.2026
715;2779;03.01.2026
716;2780;02.01.2026
717;2783;05.01.2026
718;2784;04.01.2026
719;2793;04.01.2026
720;2797;05.01.2026
721;2800;04.01.2026
722;2803;04.01.2026
723;2806;05.01.2026
724;2807;02.01.2026
725;2811;06.01.2026
726;2818;07.01.2026
727;2820;04.01.2026
728;2823;07.01.2026
729;2826;01.01.2026
730;2828;01.01.2026
731;2829;05.01.2026
732;2833;05.01.2026
733;2836;07.01.2026
734;2842;02.01.2026
735;2848;05.01.2026
736;2849;04.01.2026
737;2854;06.01.2026
738;2860;07.01.2026
739;2862;03.01.2026
740;2868;07.01.2026
741;2870;02.01.2026
742;2872;01.01.2026
743;2875;05.01.2026
744;2876;03.01.2026
745;2877;03.01.2026
746;2879;01.01.2026
747;2881;02.01.2026
748;2883;02.01.2026
749;2888;02.01.2026
750;2892;04.01.2026
751;2893;05.01.2026
752;2894;03.01.2026
753;2896;04.01.2026
754;2899;04.01.2026
755;2910;07.01.2026
756;2911;06.01.2026
757;2912;07.01.2026
758;2914;05.01.2026
759;2916;05.01.2026
760;2918;02.01.2026
761;2919;05.01.2026
762;2920;01.01.2026
763;2921;06.01.2026
764;2926;03.01.2026
765;2927;05.01.2026
766;2930;07.01.2026
767;2938;04.01.2026
768;2943;07.01.2026
769;2944;01.01.2026
770;2947;01.01.2026
771;2949;06.01.2026
772;2952;05.01.2026
773;2953;01.01.2026
774;2954;02.01.2026
775;2959;01.01.2026
776;2960;03.01.2026
777;2964;07.01.2026
778;2965;05.01.2026
779;2968;06.01.2026
780;2969;01.01.2026
781;2970;07.01.2026
782;2971;01.01.2026
783;2972;07.01.2026
784;2974;05.01.2026
785;2976;03.01.2026
786;2979;05.01.2026
787;2981;02.01.2026
788;2982;03.01.2026
789;2987;07.01.2026
790;2988;04.01.2026
791;2989;06.01.2026
792;2990;06.01.2026
793;2994;06.01.2026
794;2996;07.01.2026
795;2997;03.01.2026
796;3000;03.01.2026
