user_id;group;opened
444;A;0
445;A;0
446;A;0
447;A;0
448;A;0
449;A;0
450;A;1
451;A;0
452;A;0
453;A;1
454;A;0
455;A;0
456;A;0
457;A;0
458;A;0
459;A;1
460;A;0
461;A;0
462;A;0
463;A;0
464;A;0
465;A;0
466;A;1
467;A;0
468;A;0
469;A;0
470;A;1
471;A;0
472;A;0
473;A;0
474;A;0
475;A;0
476;A;0
477;A;1
478;A;0
479;A;0
480;A;0
481;A;0
482;A;0
483;A;1
484;A;0
485;A;0
486;A;0
487;A;0
488;A;1
489;A;1
490;A;0
491;A;0
492;A;0
493;A;0
494;A;0
495;A;0
496;A;0
497;A;0
498;A;1
499;A;0
500;A;0
501;A;0
502;A;0
503;A;0
504;A;0
505;A;0
506;A;0
507;A;0
508;A;0
509;A;0
510;A;0
511;A;0
512;A;1
513;A;1
514;A;1
515;A;0
516;A;0
517;A;0
518;A;1
519;A;0
520;A;0
521;A;0
522;A;0
523;A;0
524;A;1
525;A;0
526;A;0
527;A;0
528;A;0
529;A;1
530;A;0
531;A;0
532;A;0
533;A;0
534;A;0
535;A;0
536;A;0
537;A;0
538;A;0
539;A;0
540;A;0
541;A;0
542;A;0
543;A;0
544;A;0
545;A;0
546;A;1
547;A;0
548;A;0
549;A;0
550;A;0
551;A;0
552;A;1
553;A;0
554;A;0
555;A;0
556;A;1
557;A;0
558;A;0
559;A;0
560;A;0
561;A;0
562;A;0
563;A;0
564;A;0
565;A;0
566;A;1
567;A;0
568;A;0
569;A;1
570;A;1
571;A;0
572;A;0
573;A;0
574;A;0
575;A;0
576;A;0
577;A;0
578;A;0
579;A;0
580;A;0
581;A;0
582;A;0
583;A;0
584;A;1
585;A;0
586;A;0
587;A;0
588;A;0
589;A;1
590;A;0
591;A;0
592;A;1
593;A;0
594;A;0
595;A;0
596;A;0
597;A;0
598;A;1
599;A;0
600;A;0
601;A;1
602;A;0
603;A;0
604;A;0
605;A;1
606;A;0
607;A;0
608;A;0
609;A;0
610;A;0
611;A;0
612;A;0
613;A;0
614;A;0
615;A;0
616;A;0
617;A;0
618;A;0
619;A;0
620;A;0
621;A;0
622;A;0
623;A;0
624;A;0
625;A;1
626;A;0
627;A;1
628;A;0
629;A;0
630;A;1
631;A;0
632;A;1
633;A;0
634;A;1
635;A;0
636;A;1
637;A;0
638;A;1
639;A;0
640;A;0
641;A;0
642;A;1
643;A;0
644;A;0
645;A;0
646;A;0
647;A;0
648;A;0
649;A;0
650;A;0
651;A;1
652;A;0
653;A;0
654;A;0
655;A;0
656;A;0
657;A;1
658;A;0
659;A;0
660;A;0
661;A;0
662;A;1
663;A;0
664;A;0
665;A;0
666;A;1
667;A;0
668;A;0
669;A;0
670;A;0
671;A;0
672;A;1
673;A;0
674;A;0
675;A;1
676;A;0
677;A;0
678;A;0
679;A;0
680;A;0
681;A;0
682;A;1
683;A;0
684;A;0
685;A;1
686;A;0
687;A;0
688;A;1
689;A;0
690;A;0
691;A;0
692;A;0
693;A;0
694;A;1
695;A;0
696;A;0
697;A;0
698;A;0
699;A;0
700;A;1
701;A;0
702;A;0
703;A;0
704;A;0
705;A;0
706;A;0
707;A;0
708;A;0
709;A;1
710;A;0
711;A;0
712;A;1
713;A;0
714;A;0
715;A;0
716;A;0
717;A;0
718;A;0
719;A;1
720;A;0
721;A;0
722;A;0
723;A;0
724;A;1
725;A;0
726;A;0
727;A;1
728;A;1
729;A;1
730;A;1
731;A;0
732;A;0
733;A;0
734;A;0
735;A;0
736;A;0
737;A;0
738;A;0
739;A;0
740;A;1
741;A;1
742;A;1
743;A;0
744;A;0
745;A;0
746;A;0
747;A;1
748;A;0
749;A;0
750;A;0
751;A;0
752;A;0
753;A;0
754;A;0
755;A;1
756;A;0
757;A;0
758;A;1
759;A;0
760;A;1
761;A;1
762;A;0
763;A;0
764;A;0
765;A;0
766;A;0
767;A;0
768;A;0
769;A;0
770;A;1
771;A;0
772;A;0
773;A;0
774;A;0
775;A;0
776;A;0
777;A;0
778;A;0
779;A;0
780;A;0
781;A;0
782;A;0
783;A;0
784;A;0
785;A;1
786;A;1
787;A;1
788;A;0
789;A;0
790;A;0
791;A;1
792;A;0
793;A;0
794;A;0
795;A;1
796;A;0
797;A;0
798;A;1
799;A;0
800;A;0
801;A;1
802;A;0
803;A;0
804;A;0
805;A;1
806;A;0
807;A;0
808;A;0
809;A;0
810;A;0
811;A;1
812;A;0
813;A;0
814;A;1
815;A;0
816;A;0
817;A;0
818;A;0
819;A;0
820;A;0
821;A;0
822;A;0
823;A;0
824;A;0
825;A;1
826;A;0
827;A;0
828;A;0
829;A;0
830;A;0
831;A;1
832;A;0
833;A;0
834;A;0
835;A;1
836;A;0
837;A;0
838;A;0
839;A;0
840;A;0
841;A;0
842;A;0
843;A;0
844;A;0
845;A;0
846;A;0
847;A;0
848;A;1
849;A;0
850;A;1
851;A;0
852;A;0
853;A;0
854;A;0
855;A;0
856;A;0
857;A;0
858;A;0
859;A;0
860;A;0
861;A;0
862;A;0
863;A;0
864;A;0
865;A;0
866;A;0
867;A;0
868;A;0
869;A;0
870;A;1
871;A;0
872;A;1
873;A;1
874;A;0
875;A;0
876;A;0
877;A;0
878;A;0
879;A;0
880;A;0
881;A;0
882;A;0
883;A;1
884;A;0
885;A;1
886;A;0
887;A;0
888;A;1
889;A;1
890;A;1
891;A;0
892;A;0
893;A;0
894;A;0
895;A;0
896;A;1
897;A;0
898;A;0
899;A;1
900;A;0
901;A;0
902;A;0
903;A;0
904;A;0
905;A;1
906;A;1
907;A;0
908;A;0
909;A;1
910;A;1
911;A;1
912;A;0
913;A;0
914;A;0
915;A;0
916;A;1
917;A;0
918;A;0
919;A;0
920;A;0
921;A;1
922;A;0
923;A;1
924;A;0
925;A;0
926;A;0
927;A;0
928;A;0
929;A;0
930;A;0
931;A;1
932;A;0
933;A;0
934;A;0
935;A;0
936;A;0
937;A;0
938;A;0
939;A;0
940;A;0
941;A;0
942;A;0
943;A;1
944;A;0
945;A;0
946;A;0
947;A;1
948;A;0
949;A;0
950;A;0
951;A;1
952;A;0
953;A;0
954;A;1
955;A;0
956;A;0
957;A;1
958;A;0
959;A;0
960;A;0
961;A;0
962;A;0
963;A;0
964;A;1
965;A;0
966;A;0
967;A;0
968;A;1
969;A;1
970;A;0
971;A;0
972;A;0
973;A;0
974;A;0
975;A;0
976;A;1
977;A;0
978;A;0
979;A;0
980;A;1
981;A;0
982;A;0
983;A;0
984;A;0
985;A;0
986;A;0
987;A;0
988;A;1
989;A;0
990;A;1
991;A;0
992;A;0
993;A;0
994;A;0
995;A;0
996;A;1
997;A;0
998;A;0
999;A;0
1000;A;0
1001;B;0
1002;B;0
1003;B;0
1004;B;0
1005;B;1
1006;B;1
1007;B;0
1008;B;0
1009;B;0
1010;B;0
1011;B;0
1012;B;1
1013;B;1
1014;B;0
1015;B;1
1016;B;1
1017;B;0
1018;B;1
1019;B;1
1020;B;1
1021;B;0
1022;B;0
1023;B;0
1024;B;0
1025;B;0
1026;B;0
1027;B;0
1028;B;0
1029;B;0
1030;B;0
1031;B;0
1032;B;1
1033;B;0
1034;B;0
1035;B;1
1036;B;0
1037;B;0
1038;B;0
1039;B;0
1040;B;0
1041;B;1
1042;B;1
1043;B;1
1044;B;0
1045;B;0
1046;B;0
1047;B;0
1048;B;1
1049;B;0
1050;B;0
1051;B;1
1052;B;0
1053;B;0
1054;B;1
1055;B;0
1056;B;0
1057;B;0
1058;B;0
1059;B;0
1060;B;0
1061;B;1
1062;B;1
1063;B;0
1064;B;0
1065;B;0
1066;B;1
1067;B;0
1068;B;1
1069;B;0
1070;B;0
1071;B;0
1072;B;1
1073;B;1
1074;B;0
1075;B;0
1076;B;1
1077;B;1
1078;B;0
1079;B;0
1080;B;0
1081;B;0
1082;B;1
1083;B;0
1084;B;1
1085;B;0
1086;B;0
1087;B;0
1088;B;0
1089;B;0
1090;B;0
1091;B;0
1092;B;1
1093;B;0
1094;B;0
1095;B;1
1096;B;1
1097;B;0
1098;B;0
1099;B;1
1100;B;0
1101;B;0
1102;B;0
1103;B;0
1104;B;0
1105;B;1
1106;B;0
1107;B;0
1108;B;1
1109;B;0
1110;B;0
1111;B;1
1112;B;0
1113;B;0
1114;B;0
1115;B;0
1116;B;0
1117;B;0
1118;B;1
1119;B;0
1120;B;1
1121;B;0
1122;B;0
1123;B;0
1124;B;0
1125;B;0
1126;B;1
1127;B;0
1128;B;1
1129;B;1
1130;B;0
1131;B;0
1132;B;1
1133;B;0
1134;B;1
1135;B;0
1136;B;0
1137;B;0
1138;B;0
1139;B;1
1140;B;0
1141;B;0
1142;B;0
1143;B;1
1144;B;0
1145;B;0
1146;B;0
1147;B;0
1148;B;0
1149;B;0
1150;B;0
1151;B;0
1152;B;0
1153;B;0
1154;B;1
1155;B;0
1156;B;1
1157;B;0
1158;B;1
1159;B;0
1160;B;0
1161;B;0
1162;B;1
1163;B;1
1164;B;0
1165;B;1
1166;B;0
1167;B;0
1168;B;0
1169;B;0
1170;B;0
1171;B;0
1172;B;1
1173;B;0
1174;B;0
1175;B;0
1176;B;1
1177;B;1
1178;B;0
1179;B;0
1180;B;0
1181;B;0
1182;B;0
1183;B;0
1184;B;0
1185;B;0
1186;B;0
1187;B;1
1188;B;0
1189;B;0
1190;B;0
1191;B;0
1192;B;0
1193;B;1
1194;B;1
1195;B;1
1196;B;0
1197;B;0
1198;B;0
1199;B;1
1200;B;0
1201;B;0
1202;B;0
1203;B;0
1204;B;1
1205;B;0
1206;B;1
1207;B;0
1208;B;0
1209;B;0
1210;B;1
1211;B;0
1212;B;1
1213;B;0
1214;B;0
1215;B;0
1216;B;1
1217;B;1
1218;B;0
1219;B;0
1220;B;0
1221;B;1
1222;B;0
1223;B;1
1224;B;0
1225;B;0
1226;B;0
1227;B;1
1228;B;0
1229;B;0
1230;B;0
1231;B;0
1232;B;1
1233;B;0
1234;B;0
1235;B;1
1236;B;1
1237;B;0
1238;B;0
1239;B;0
1240;B;0
1241;B;0
1242;B;0
1243;B;0
1244;B;1
1245;B;0
1246;B;0
1247;B;1
1248;B;0
1249;B;0
1250;B;0
1251;B;0
1252;B;0
1253;B;1
1254;B;0
1255;B;0
1256;B;1
1257;B;0
1258;B;0
1259;B;1
1260;B;0
1261;B;0
1262;B;1
1263;B;0
1264;B;1
1265;B;0
1266;B;1
1267;B;0
1268;B;0
1269;B;0
1270;B;1
1271;B;0
1272;B;0
1273;B;1
1274;B;0
1275;B;0
1276;B;0
1277;B;0
1278;B;1
1279;B;0
1280;B;1
1281;B;1
1282;B;1
1283;B;0
1284;B;0
1285;B;0
1286;B;1
1287;B;0
1288;B;0
1289;B;0
1290;B;0
1291;B;0
1292;B;0
1293;B;0
1294;B;0
1295;B;1
1296;B;0
1297;B;1
1298;B;0
1299;B;1
1300;B;0
1301;B;0
1302;B;0
1303;B;0
1304;B;1
1305;B;0
1306;B;0
1307;B;1
1308;B;0
1309;B;0
1310;B;0
1311;B;1
1312;B;0
1313;B;0
1314;B;0
1315;B;0
1316;B;0
1317;B;0
1318;B;0
1319;B;0
1320;B;1
1321;B;0
1322;B;0
1323;B;0
1324;B;1
1325;B;0
1326;B;0
1327;B;1
1328;B;0
1329;B;0
1330;B;0
1331;B;0
1332;B;1
1333;B;0
1334;B;0
1335;B;1
1336;B;0
1337;B;0
1338;B;1
1339;B;0
1340;B;0
1341;B;0
1342;B;0
1343;B;0
1344;B;0
1345;B;0
1346;B;1
1347;B;0
1348;B;0
1349;B;1
1350;B;1
1351;B;1
1352;B;0
1353;B;0
1354;B;0
1355;B;0
1356;B;0
1357;B;0
1358;B;0
1359;B;0
1360;B;0
1361;B;0
1362;B;0
1363;B;1
1364;B;0
1365;B;0
1366;B;0
1367;B;0
1368;B;0
1369;B;0
1370;B;0
1371;B;1
1372;B;0
1373;B;0
1374;B;1
1375;B;0
1376;B;1
1377;B;0
1378;B;1
1379;B;0
1380;B;0
1381;B;0
1382;B;0
1383;B;0
1384;B;0
1385;B;0
1386;B;1
1387;B;0
1388;B;0
1389;B;0
1390;B;0
1391;B;0
1392;B;0
1393;B;0
1394;B;0
1395;B;0
1396;B;1
1397;B;0
1398;B;0
1399;B;0
1400;B;1
1401;B;1
1402;B;0
1403;B;0
1404;B;0
1405;B;0
1406;B;0
1407;B;0
1408;B;1
1409;B;1
1410;B;1
1411;B;0
1412;B;0
1413;B;0
1414;B;0
1415;B;0
1416;B;0
1417;B;0
1418;B;0
1419;B;0
1420;B;1
1421;B;0
1422;B;0
1423;B;0
1424;B;0
1425;B;0
1426;B;1
1427;B;0
1428;B;0
1429;B;0
1430;B;0
1431;B;0
1432;B;0
1433;B;0
1434;B;1
1435;B;1
1436;B;0
1437;B;1
1438;B;0
1439;B;0
1440;B;0
1441;B;0
1442;B;1
1443;B;0
1444;B;1
1445;B;0
1446;B;0
1447;B;0
1448;B;0
1449;B;1
1450;B;1
1451;B;0
1452;B;1
1453;B;0
1454;B;0
1455;B;1
1456;B;0
1457;B;1
1458;B;0
1459;B;0
1460;B;0
1461;B;0
1462;B;1
1463;B;0
1464;B;0
1465;B;0
1466;B;1
1467;B;0
1468;B;0
1469;B;0
1470;B;1
1471;B;0
1472;B;0
1473;B;1
1474;B;0
1475;B;0
1476;B;0
1477;B;0
1478;B;0
1479;B;0
1480;B;0
1481;B;0
1482;B;0
1483;B;0
1484;B;0
1485;B;0
1486;B;0
1487;B;1
1488;B;0
1489;B;0
1490;B;1
1491;B;1
1492;B;0
1493;B;0
1494;B;1
1495;B;0
1496;B;0
1497;B;0
1498;B;0
1499;B;1
1500;B;0
1501;B;1
1502;B;0
1503;B;0
1504;B;1
1505;B;1
1506;B;1
1507;B;0
1508;B;0
1509;B;1
1510;B;0
1511;B;0
1512;B;0
1513;B;0
1514;B;1
1515;B;1
1516;B;0
1517;B;0
1518;B;0
1519;B;1
1520;B;0
1521;B;0
1522;B;1
1523;B;0
1524;B;0
1525;B;1
1526;B;0
1527;B;1
1528;B;0
1529;B;0
1530;B;0
1531;B;0
1532;B;0
1533;B;0
1534;B;0
1535;B;0
1536;B;0
1537;B;0
1538;B;0
1539;B;0
1540;B;1
1541;B;1
1542;B;0
1543;B;0
1544;B;1
1545;B;0
1546;B;0
1547;B;1
1548;B;0
1549;B;1
1550;B;0
1551;B;0
1552;B;0
1553;B;0
1554;B;0
1555;B;0
1556;B;0
1557;B;0
1558;B;0
1559;B;1
1560;B;0
1561;B;0
1562;B;0
1563;B;0
1564;B;1
1565;B;1
1566;B;0
1567;B;0
1568;B;0
1569;B;1
1570;B;0
1571;B;0
1572;B;1
1573;B;1
1574;B;0
1575;B;0
1576;B;0
1577;B;0
1578;B;0
1579;B;0
1580;B;1
1581;B;0
1582;B;0
1583;B;0
1584;B;1
1585;B;0
1586;B;0
1587;B;0
1588;B;0
1589;B;1
1590;B;0
1591;B;0
1592;B;0
1593;B;0
1594;B;0
1595;B;0
1596;B;0
1597;B;0
1598;B;0
1599;B;0
1600;B;0
1601;B;0
1602;B;1
1603;B;0
1604;B;0
1605;B;0
1606;B;1
1607;B;1
1608;B;1
1609;B;0
1610;B;0
1611;B;0
1612;B;1
1613;B;1
1614;B;0
1615;B;0
1616;B;0
1617;B;0
1618;B;0
1619;B;0
1620;B;0
1621;B;0
1622;B;0
1623;B;0
1624;B;0
1625;B;0
1626;B;0
1627;B;0
1628;B;0
1629;B;1
1630;B;0
1631;B;0
1632;B;0
1633;B;0
1634;B;0
1635;B;0
1636;B;0
1637;B;0
1638;B;0
1639;B;0
1640;B;0
1641;B;0
1642;B;0
1643;B;0
1644;B;1
1645;B;0
1646;B;0
1647;B;1
1648;B;1
1649;B;0
1650;B;0
1651;B;1
1652;B;1
1653;B;1
1654;B;0
1655;B;0
1656;B;1
1657;B;0
1658;B;0
1659;B;0
1660;B;0
1661;B;0
1662;B;0
1663;B;1
1664;B;0
1665;B;0
1666;B;1
1667;B;1
1668;B;0
1669;B;0
1670;B;0
1671;B;0
1672;B;0
1673;B;0
1674;B;0
1675;B;0
1676;B;0
1677;B;1
1678;B;0
1679;B;0
1680;B;0
1681;B;1
1682;B;0
1683;B;1
1684;B;1
1685;B;0
1686;B;0
1687;B;0
1688;B;1
1689;B;0
1690;B;0
1691;B;0
1692;B;1
1693;B;0
1694;B;0
1695;B;0
1696;B;1
1697;B;0
1698;B;0
1699;B;0
1700;B;0
1701;B;0
1702;B;0
1703;B;1
1704;B;0
1705;B;1
1706;B;0
1707;B;1
1708;B;0
1709;B;0
1710;B;0
1711;B;0
1712;B;1
1713;B;0
1714;B;1
1715;B;0
1716;B;0
1717;B;0
1718;B;0
1719;B;0
1720;B;1
1721;B;0
1722;B;0
1723;B;0
1724;B;0
1725;B;0
1726;B;0
1727;B;0
1728;B;1
1729;B;0
1730;B;0
1731;B;1
1732;B;0
1733;B;0
1734;B;0
1735;B;0
1736;B;0
1737;B;0
1738;B;1
1739;B;0
1740;B;1
1741;B;0
1742;B;0
1743;B;0
1744;B;1
1745;B;0
1746;B;0
1747;B;0
1748;B;0
1749;B;1
1750;B;0
1751;B;0
1752;B;0
1753;B;0
1754;B;0
1755;B;0
1756;B;0
1757;B;1
1758;B;1
1759;B;0
1760;B;0
1761;B;0
1762;B;0
1763;B;0
1764;B;0
1765;B;0
1766;B;1
1767;B;0
1768;B;0
1769;B;0
1770;B;0
1771;B;0
1772;B;1
1773;B;0
1774;B;0
1775;B;0
1776;B;0
1777;B;1
1778;B;0
1779;B;0
1780;B;1
1781;B;1
1782;B;0
1783;B;1
1784;B;0
1785;B;0
1786;B;0
1787;B;0
1788;B;1
1789;B;0
1790;B;0
1791;B;0
1792;B;0
1793;B;1
1794;B;0
1795;B;1
1796;B;1
1797;B;0
1798;B;0
1799;B;0
1800;B;0
1801;B;1
1802;B;0
1803;B;0
1804;B;0
1805;B;0
1806;B;1
1807;B;1
1808;B;0
1809;B;1
1810;B;0
1811;B;0
1812;B;0
1813;B;0
1814;B;0
1815;B;1
1816;B;0
1817;B;1
1818;B;0
1819;B;0
1820;B;0
1821;B;0
1822;B;1
1823;B;0
1824;B;0
1825;B;0
1826;B;0
1827;B;1
1828;B;0
1829;B;1
1830;B;1
1831;B;0
1832;B;0
1833;B;0
1834;B;0
1835;B;0
1836;B;0
1837;B;0
1838;B;0
1839;B;0
1840;B;0
1841;B;0
1842;B;0
1843;B;0
1844;B;0
1845;B;0
1846;B;0
1847;B;0
1848;B;0
1849;B;0
1850;B;1
1851;B;0
1852;B;0
1853;B;1
1854;B;0
1855;B;0
1856;B;1
1857;B;0
1858;B;0
1859;B;0
1860;B;1
1861;B;1
1862;B;0
1863;B;0
1864;B;0
1865;B;1
1866;B;1
1867;B;0
1868;B;0
1869;B;0
1870;B;1
1871;B;0
1872;B;0
1873;B;1
1874;B;0
1875;B;0
1876;B;1
1877;B;0
1878;B;0
1879;B;0
1880;B;0
1881;B;1
1882;B;0
1883;B;0
1884;B;0
1885;B;1
1886;B;0
1887;B;0
1888;B;0
1889;B;0
1890;B;0
1891;B;0
1892;B;0
1893;B;0
1894;B;0
1895;B;0
1896;B;0
1897;B;0
1898;B;0
1899;B;1
1900;B;0
1901;B;0
1902;B;0
1903;B;0
1904;B;0
1905;B;1
1906;B;1
1907;B;0
1908;B;0
1909;B;0
1910;B;1
1911;B;0
1912;B;0
1913;B;1
1914;B;0
1915;B;0
1916;B;0
1917;B;0
1918;B;0
1919;B;1
1920;B;0
1921;B;0
1922;B;0
1923;B;0
1924;B;0
1925;B;0
1926;B;1
1927;B;0
1928;B;1
1929;B;0
1930;B;0
1931;B;0
1932;B;0
1933;B;1
1934;B;0
1935;B;0
1936;B;0
1937;B;0
1938;B;1
1939;B;0
1940;B;0
1941;B;0
1942;B;0
1943;B;0
1944;B;0
1945;B;0
1946;B;0
1947;B;0
1948;B;0
1949;B;0
1950;B;1
1951;B;0
1952;B;0
1953;B;0
1954;B;0
1955;B;0
1956;B;1
1957;B;0
1958;B;0
1959;B;0
1960;B;1
1961;B;0
1962;B;0
1963;B;0
1964;B;0
1965;B;0
1966;B;1
1967;B;0
1968;B;0
1969;B;0
1970;B;1
1971;B;0
1972;B;0
1973;B;1
1974;B;0
1975;B;1
1976;B;0
1977;B;0
1978;B;0
1979;B;1
1980;B;1
1981;B;0
1982;B;0
1983;B;0
1984;B;1
1985;B;1
1986;B;0
1987;B;1
1988;B;0
1989;B;0
1990;B;0
1991;B;0
1992;B;0
1993;B;0
1994;B;1
1995;B;0
1996;B;0
1997;B;0
1998;B;0
1999;B;0
2000;B;0
2001;C;1
2002;C;1
2003;C;0
2004;C;0
2005;C;0
2006;C;0
2007;C;0
2008;C;0
2009;C;0
2010;C;1
2011;C;0
2012;C;0
2013;C;0
2014;C;1
2015;C;1
2016;C;0
2017;C;1
2018;C;0
2019;C;0
2020;C;0
2021;C;0
2022;C;1
2023;C;0
2024;C;0
2025;C;0
2026;C;0
2027;C;0
2028;C;0
2029;C;0
2030;C;1
2031;C;1
2032;C;0
2033;C;1
2034;C;1
2035;C;0
2036;C;0
2037;C;0
2038;C;0
2039;C;1
2040;C;0
2041;C;0
2042;C;1
2043;C;1
2044;C;0
2045;C;0
2046;C;0
2047;C;0
2048;C;1
2049;C;0
2050;C;0
2051;C;0
2052;C;1
2053;C;0
2054;C;0
2055;C;0
2056;C;1
2057;C;1
2058;C;0
2059;C;0
2060;C;0
2061;C;0
2062;C;1
2063;C;0
2064;C;0
2065;C;1
2066;C;1
2067;C;1
2068;C;0
2069;C;1
2070;C;0
2071;C;0
2072;C;0
2073;C;1
2074;C;1
2075;C;0
2076;C;0
2077;C;0
2078;C;0
2079;C;0
2080;C;0
2081;C;0
2082;C;0
2083;C;0
2084;C;0
2085;C;0
2086;C;1
2087;C;0
2088;C;1
2089;C;0
2090;C;0
2091;C;0
2092;C;0
2093;C;1
2094;C;0
2095;C;0
2096;C;0
2097;C;0
2098;C;0
2099;C;1
2100;C;0
2101;C;0
2102;C;0
2103;C;0
2104;C;1
2105;C;0
2106;C;1
2107;C;1
2108;C;1
2109;C;1
2110;C;1
2111;C;1
2112;C;1
2113;C;0
2114;C;0
2115;C;0
2116;C;0
2117;C;0
2118;C;0
2119;C;1
2120;C;0
2121;C;1
2122;C;1
2123;C;1
2124;C;0
2125;C;1
2126;C;0
2127;C;0
2128;C;0
2129;C;0
2130;C;0
2131;C;0
2132;C;1
2133;C;1
2134;C;1
2135;C;0
2136;C;0
2137;C;0
2138;C;0
2139;C;1
2140;C;0
